loan_id,customer_id,loan_product_id,loan_status_id,loan_status,principal_amount,interest_rate,term_months,disbursement_date,customer_age,gender_id,customer_status_id,employment_status_id,industry_id,annual_income,loan_to_income,payments_cnt,late_cnt,late_fee_sum,avg_delay_days,is_overdue
635,2103,2,3,ACTIVE,6037931.88,14.2014,240,2025-09-23,52,1,1,1,10.0,1163381.28,5.1899854190536745,3,1,1520.97,11.0,1
636,2125,1,3,ACTIVE,541192.8,23.0917,12,2025-09-11,63,1,1,1,2.0,1048342.44,0.5162366602271677,3,0,0.0,,0
637,2126,2,3,ACTIVE,7782230.12,14.7161,300,2025-11-08,48,1,1,1,8.0,6653907.0,1.1695730222860043,1,0,0.0,,0
638,2130,1,3,ACTIVE,647909.61,16.9315,12,2025-09-18,32,2,1,1,10.0,848864.52,0.7632662159092243,3,0,0.0,,0
639,2140,2,3,ACTIVE,8467362.25,12.4911,120,2025-09-07,52,2,1,1,2.0,1824882.72,4.639948725033683,3,0,0.0,,0
640,2147,1,3,ACTIVE,1174361.41,21.4872,12,2025-07-14,33,1,1,1,4.0,1727542.68,0.6797872050258116,5,0,0.0,,0
641,2149,1,3,ACTIVE,223736.83,19.5355,24,2025-08-07,32,2,1,1,2.0,2022812.88,0.11060678533943288,4,0,0.0,,0
642,2150,2,3,ACTIVE,9253215.27,14.9379,300,2025-02-19,49,2,1,1,4.0,1481695.68,6.245017377657469,10,1,393.24,3.0,1
643,2155,1,3,ACTIVE,796118.87,17.7644,12,2025-09-21,44,2,1,1,8.0,3829026.48,0.2079167835893368,3,0,0.0,,0
644,2161,1,3,ACTIVE,731494.06,17.7607,60,2025-08-19,45,2,1,1,8.0,1880782.92,0.38893061619253755,4,0,0.0,,0
645,2165,2,3,ACTIVE,8447837.19,14.5392,180,2025-11-29,33,2,1,1,5.0,4765393.08,1.7727471896190357,1,0,0.0,,0
647,2171,1,3,ACTIVE,782796.18,23.8002,12,2025-11-07,37,1,1,1,1.0,1426130.64,0.5488951418924707,1,0,0.0,,0
648,2173,1,3,ACTIVE,983210.96,21.7584,60,2025-07-09,58,1,1,2,11.0,1951079.16,0.5039318650710205,5,0,0.0,,0
649,2174,2,3,ACTIVE,9086777.19,13.5854,180,2025-09-24,46,1,1,1,2.0,2089663.56,4.3484402771516,3,0,0.0,,0
650,2175,2,3,ACTIVE,7121002.82,12.0916,300,2025-08-21,47,2,1,1,4.0,2358295.8,3.019554552910623,4,0,0.0,,0
651,2178,2,3,ACTIVE,7431742.11,11.0012,240,2025-08-20,42,2,1,1,10.0,4377810.96,1.6975931984966295,4,0,0.0,,0
652,2179,1,3,ACTIVE,704740.61,20.4547,36,2025-09-15,24,2,1,1,1.0,1267800.0,0.5558768023347531,3,0,0.0,,0
653,2185,1,3,ACTIVE,602807.62,22.1902,36,2025-07-01,58,2,1,1,7.0,4946066.4,0.12187616809996728,6,0,0.0,,0
654,2186,1,3,ACTIVE,938083.65,21.5634,12,2025-11-11,39,2,1,1,11.0,1514231.4,0.6195114234191683,1,0,0.0,,0
655,2187,1,3,ACTIVE,529253.53,18.2611,60,2025-07-16,40,2,1,1,3.0,1330585.08,0.39776000644768994,5,0,0.0,,0
656,2190,1,3,ACTIVE,330878.26,16.6632,24,2025-07-22,32,2,1,1,9.0,3375813.72,0.09801437148018938,5,1,730.14,6.0,1
657,2192,2,3,ACTIVE,4546654.63,13.4794,120,2025-11-11,32,1,1,1,11.0,845324.88,5.3785884428244914,1,0,0.0,,0
659,2203,1,3,ACTIVE,1241775.19,17.4676,60,2025-05-25,58,2,1,1,12.0,4646248.44,0.2672640531464994,7,0,0.0,,0
660,2203,2,3,ACTIVE,8794328.31,10.8875,300,2025-03-28,58,2,1,1,12.0,4646248.44,1.8927804708609168,9,1,1279.73,5.0,1
661,2211,2,3,ACTIVE,2588507.48,12.4243,180,2025-06-29,42,1,1,2,5.0,2490135.72,1.0395045776862315,6,0,0.0,,0
662,2216,1,3,ACTIVE,708690.68,18.3995,24,2025-10-31,53,2,1,1,6.0,1998455.64,0.35461916983055974,2,0,0.0,,0
663,2216,2,3,ACTIVE,8023482.69,10.6456,120,2025-11-22,53,2,1,1,6.0,1998455.64,4.014841525329029,1,0,0.0,,0
664,2223,1,3,ACTIVE,772004.19,21.4213,36,2025-06-18,54,2,1,1,8.0,1456878.72,0.5299028528606692,6,1,1325.1,13.0,1
665,2223,2,3,ACTIVE,3868601.5,13.6105,240,2025-07-24,54,2,1,1,8.0,1456878.72,2.655403944674269,5,0,0.0,,0
666,2225,2,3,ACTIVE,4155506.47,11.4034,180,2025-08-20,44,1,1,2,5.0,3307226.52,1.2564928482733624,4,0,0.0,,0
667,2229,1,3,ACTIVE,864473.38,24.9478,48,2025-04-05,53,1,1,1,2.0,2355897.96,0.366940077489604,8,1,1529.59,10.0,1
668,2229,2,3,ACTIVE,9395519.85,13.2522,300,2025-02-22,53,1,1,1,2.0,2355897.96,3.9880843778140544,10,1,796.62,13.0,1
669,2236,1,3,ACTIVE,914218.59,20.2752,60,2025-08-20,43,1,2,1,2.0,2216205.12,0.41251533161334814,4,0,0.0,,0
670,2236,2,3,ACTIVE,8777600.63,14.6749,180,2025-09-11,43,1,2,1,2.0,2216205.12,3.960644504783023,3,0,0.0,,0
671,2237,2,3,ACTIVE,9195463.21,12.9279,180,2025-06-22,18,1,1,3,,1088708.4,8.446213154964175,6,0,0.0,,0
672,2239,1,3,ACTIVE,342729.98,24.8138,12,2025-07-11,29,2,1,1,4.0,2426313.6,0.14125543375761485,5,0,0.0,,0
673,2239,2,3,ACTIVE,9709515.05,11.8518,120,2025-08-12,29,2,1,1,4.0,2426313.6,4.0017560178535865,4,0,0.0,,0
674,2241,1,3,ACTIVE,205404.68,24.6569,48,2025-09-21,53,1,1,1,9.0,1246031.28,0.16484712968040416,2,0,0.0,,0
675,2243,1,3,ACTIVE,989056.47,21.6146,12,2025-03-14,47,1,1,1,1.0,1857871.8,0.5323599131005702,9,1,1542.12,11.0,1
676,2249,1,3,ACTIVE,1338512.88,20.7986,36,2025-10-14,38,2,1,1,8.0,4618989.24,0.28978480149046637,2,0,0.0,,0
677,2250,1,3,ACTIVE,1113512.22,16.3766,24,2025-10-09,43,2,1,2,9.0,2031589.56,0.5480990067698517,2,1,1511.94,6.0,1
678,2256,2,3,ACTIVE,3818773.57,11.3714,120,2025-10-28,33,2,2,2,1.0,1525449.48,2.5033759688980326,2,0,0.0,,0
679,2259,1,3,ACTIVE,1047438.46,21.5721,12,2025-11-04,53,1,1,1,11.0,3582459.0,0.29237974810039696,1,0,0.0,,0
680,2259,2,3,ACTIVE,2017314.58,13.9489,120,2025-11-18,53,1,1,1,11.0,3582459.0,0.5631089092715367,1,0,0.0,,0
681,2263,1,3,ACTIVE,415663.79,16.3997,48,2025-05-01,62,2,1,1,6.0,2776108.56,0.1497289392746226,8,0,0.0,,0
682,2263,2,3,ACTIVE,4614002.34,10.2667,180,2025-03-15,62,2,1,1,6.0,2776108.56,1.6620395925727054,9,0,0.0,,0
685,2275,1,3,ACTIVE,509525.97,17.5532,48,2025-07-06,65,1,2,1,6.0,2205471.36,0.23102815082577177,5,0,0.0,,0
686,2275,2,3,ACTIVE,4760396.93,14.301,180,2025-04-06,65,1,2,1,6.0,2205471.36,2.158448763533252,8,0,0.0,,0
687,2276,2,3,ACTIVE,5311964.86,10.963,120,2025-05-23,34,1,1,1,2.0,2153392.8,2.466788623051029,7,1,872.1,4.0,1
688,2277,2,3,ACTIVE,5048924.82,10.9993,300,2025-11-15,44,2,1,1,4.0,5599762.08,0.9016320243377197,1,0,0.0,,0
689,2281,1,3,ACTIVE,1167100.76,18.9832,60,2025-05-22,40,1,1,1,7.0,2242461.6,0.5204551819304286,7,1,1163.43,4.0,1
690,2283,1,3,ACTIVE,480288.69,21.6319,48,2025-08-01,40,1,1,1,1.0,1278477.36,0.37567242489143493,5,0,0.0,,0
691,2284,2,3,ACTIVE,7708093.14,11.8001,120,2025-06-21,45,2,1,1,9.0,3424453.92,2.250897024772931,5,0,0.0,,0
692,2287,1,3,ACTIVE,660003.36,22.2882,60,2025-07-14,25,1,1,1,4.0,976573.44,0.6758358695481212,5,1,1511.64,17.0,1
693,2289,1,3,ACTIVE,1018817.87,22.3738,48,2025-07-16,35,2,1,1,4.0,1577261.28,0.6459410897349868,5,0,0.0,,0
694,2316,1,3,ACTIVE,116365.11,17.686,48,2025-11-07,49,2,1,1,1.0,2123771.88,0.05479171802576085,1,0,0.0,,0
695,2326,1,3,ACTIVE,327816.04,23.2702,36,2025-06-02,46,1,1,1,10.0,1304165.4,0.2513607859861947,6,0,0.0,,0
696,2329,1,3,ACTIVE,730767.02,16.3882,24,2025-07-04,38,1,2,1,1.0,1842969.72,0.39651602089262755,5,0,0.0,,0
697,2330,1,3,ACTIVE,237111.22,16.9401,36,2025-03-20,21,2,1,3,,796588.44,0.29765837425408787,9,0,0.0,,0
698,2332,1,3,ACTIVE,1053443.71,16.8888,24,2025-06-30,55,2,1,1,1.0,4601471.76,0.22893625451696786,6,0,0.0,,0
701,2339,1,3,ACTIVE,770959.92,21.219,24,2025-05-29,31,2,1,1,9.0,1265805.72,0.6090665477479436,7,0,0.0,,0
702,2348,1,3,ACTIVE,276068.85,19.3513,36,2025-09-12,31,1,1,1,11.0,1210670.16,0.22802977980393932,3,0,0.0,,0
703,2349,2,3,ACTIVE,7941065.54,14.7093,120,2025-06-20,62,1,1,2,3.0,827950.56,9.591231558560695,6,0,0.0,,0
704,2360,1,3,ACTIVE,1175406.17,17.9911,60,2025-05-31,66,1,1,1,2.0,1917613.32,0.6129526519976405,7,0,0.0,,0
705,2369,2,3,ACTIVE,9179924.72,12.3856,180,2025-08-09,54,2,1,1,1.0,3461950.92,2.65166229450763,4,0,0.0,,0
706,2376,1,3,ACTIVE,332816.22,16.0832,48,2025-06-07,35,1,1,1,5.0,1496877.48,0.22234032140025248,6,0,0.0,,0
707,2376,2,3,ACTIVE,7094720.93,14.9425,120,2025-06-13,35,1,1,1,5.0,1496877.48,4.739680451335269,5,0,0.0,,0
708,2377,1,3,ACTIVE,822749.06,17.9252,36,2025-06-12,33,2,1,1,6.0,1181614.44,0.6962923201920247,6,0,0.0,,0
709,2378,2,3,ACTIVE,6911502.8,12.4906,180,2025-02-24,62,2,1,1,6.0,2704424.28,2.555628142785347,10,1,1197.01,14.0,1
710,2382,1,3,ACTIVE,247622.28,20.0776,48,2025-05-09,58,1,1,1,8.0,4249002.6,0.058277742640119826,7,0,0.0,,0
711,2386,1,3,ACTIVE,174329.17,23.482,60,2025-06-10,50,1,3,2,10.0,4034711.52,0.043207344350606754,6,0,0.0,,0
712,2391,2,3,ACTIVE,6860004.09,11.1321,300,2025-10-28,47,2,1,1,3.0,824197.68,8.32325090990307,2,0,0.0,,0
713,2396,1,3,ACTIVE,418349.8,22.0501,48,2025-08-13,41,2,1,1,8.0,1299121.2,0.32202522751533885,4,0,0.0,,0
714,2396,2,3,ACTIVE,3911644.96,13.2811,180,2025-10-07,41,2,1,1,8.0,1299121.2,3.010993092869241,2,0,0.0,,0
715,2400,1,3,ACTIVE,619609.31,22.5823,60,2025-06-15,31,1,1,1,1.0,1192477.08,0.519598506664799,6,0,0.0,,0
716,2403,2,3,ACTIVE,2806808.46,14.2502,300,2025-07-19,48,1,1,2,6.0,1149304.2,2.4421806341610863,5,0,0.0,,0
717,2405,1,3,ACTIVE,494501.56,24.4367,48,2025-08-07,26,1,2,1,2.0,859587.48,0.5752777599785422,4,0,0.0,,0
718,2412,1,3,ACTIVE,563740.17,22.9895,12,2025-06-12,28,1,1,1,11.0,1499149.44,0.37604000972711565,6,2,866.24,11.0,1
719,2419,1,3,ACTIVE,400500.57,22.6384,60,2025-07-01,19,1,1,3,,903182.88,0.44343241979963127,6,0,0.0,,0
720,2424,1,3,ACTIVE,982977.56,17.2145,12,2025-05-18,38,2,1,1,8.0,1887317.16,0.5208332657771204,7,0,0.0,,0
722,2427,2,3,ACTIVE,2558146.45,12.1206,120,2025-07-26,42,2,1,1,5.0,2168078.16,1.17991431176079,5,0,0.0,,0
724,2430,1,3,ACTIVE,680494.0,18.1321,60,2025-04-04,62,1,1,1,4.0,2195849.28,0.3099001403229278,8,0,0.0,,0
725,2435,1,3,ACTIVE,1024985.97,22.9794,60,2025-07-17,42,2,1,1,7.0,2088557.04,0.490762737320308,5,0,0.0,,0
726,2436,1,3,ACTIVE,707028.05,23.4158,60,2025-06-11,62,1,1,1,4.0,1849190.52,0.3823446217970012,6,0,0.0,,0
727,2443,1,3,ACTIVE,1258329.97,18.5885,60,2025-05-30,53,1,1,2,7.0,2008161.96,0.6266078110552398,7,0,0.0,,0
728,2443,2,3,ACTIVE,4797061.79,13.7759,300,2025-06-21,53,1,1,2,7.0,2008161.96,2.3887823221190785,6,0,0.0,,0
729,2448,1,3,ACTIVE,745609.47,20.6454,12,2025-09-02,49,1,1,1,10.0,2148081.48,0.347104836079123,3,0,0.0,,0
730,2459,1,3,ACTIVE,255803.77,23.7106,12,2025-08-23,44,1,1,1,11.0,5588025.96,0.04577712627519719,4,0,0.0,,0
731,2467,1,3,ACTIVE,236773.61,18.8118,12,2025-04-21,24,2,1,1,2.0,1608931.8,0.1471619928203296,8,1,985.48,8.0,1
732,2471,2,3,ACTIVE,4733458.53,13.1103,180,2025-01-31,27,2,1,1,9.0,1984585.56,2.385111846727334,11,0,0.0,,0
733,2472,1,3,ACTIVE,1283650.56,18.8219,60,2025-06-16,52,2,1,1,1.0,4113545.88,0.3120545139027354,6,0,0.0,,0
734,2474,1,3,ACTIVE,870428.46,16.3048,12,2025-07-02,31,2,1,1,6.0,1054042.8,0.8257999200791467,5,0,0.0,,0
736,2480,1,3,ACTIVE,899042.03,20.5258,12,2025-05-20,25,2,1,1,8.0,2754811.44,0.32635338192148644,7,0,0.0,,0
737,2480,2,3,ACTIVE,5010576.14,10.6432,300,2025-04-22,25,2,1,1,8.0,2754811.44,1.8188454088894013,7,0,0.0,,0
738,2486,1,3,ACTIVE,668929.71,20.5789,48,2025-11-08,54,1,1,1,1.0,1201619.28,0.5566902272074064,1,1,1070.96,5.0,1
740,2490,2,3,ACTIVE,9363682.33,13.0589,180,2025-03-31,38,1,1,1,5.0,3800380.44,2.4638802556304076,9,0,0.0,,0
741,2493,1,3,ACTIVE,1158862.59,22.4661,12,2025-07-14,39,2,1,1,7.0,1780241.4,0.6509581172530872,5,0,0.0,,0
742,2494,2,3,ACTIVE,5438876.28,11.7468,240,2025-10-09,51,1,1,1,11.0,5149896.0,1.0561138089002187,2,0,0.0,,0
743,2496,1,3,ACTIVE,733691.3,18.4434,12,2025-05-30,54,2,1,1,1.0,1396028.16,0.5255562323327346,7,0,0.0,,0
744,2501,1,3,ACTIVE,299403.12,20.3473,36,2025-08-03,46,1,1,1,11.0,3729590.52,0.0802777458797273,4,0,0.0,,0
745,2509,1,3,ACTIVE,700683.71,23.283,36,2025-02-20,48,1,1,2,2.0,2420039.16,0.28953403795333627,9,1,603.7,20.0,1
746,2510,1,3,ACTIVE,774779.19,22.9503,48,2025-06-28,51,2,1,1,10.0,1789311.0,0.4330042066471396,6,0,0.0,,0
747,2510,2,3,ACTIVE,2667913.2,14.0546,120,2025-05-05,51,2,1,1,10.0,1789311.0,1.4910282225951776,7,1,1157.51,16.0,1
748,2512,1,3,ACTIVE,333844.87,23.6982,24,2025-05-17,27,1,1,1,12.0,1781573.04,0.18738769755968018,7,0,0.0,,0
749,2513,1,3,ACTIVE,144953.0,21.7459,36,2025-06-18,34,2,2,1,4.0,2858312.16,0.05071279548417133,6,1,1873.75,18.0,1
750,2515,2,3,ACTIVE,4875750.84,13.7423,120,2025-10-09,41,1,1,1,12.0,1844697.36,2.64311693924688,2,1,415.44,19.0,1
751,2517,1,3,ACTIVE,313652.5,22.3279,36,2025-08-22,33,2,1,1,10.0,512474.28,0.6120355932789446,4,0,0.0,,0
752,2522,2,3,ACTIVE,3707356.88,14.7439,300,2025-08-01,43,2,1,1,12.0,3646382.04,1.016722010840093,5,0,0.0,,0
753,2533,2,3,ACTIVE,3334240.45,10.4548,180,2025-02-24,42,1,1,1,3.0,2179696.92,1.5296807640577847,9,1,320.94,20.0,1
754,2537,1,3,ACTIVE,861316.63,24.4193,60,2025-09-11,40,2,1,2,3.0,2059659.48,0.4181839951524414,3,1,1102.44,7.0,1
755,2540,1,3,ACTIVE,714347.27,21.3919,12,2025-11-06,41,2,1,1,1.0,554252.16,1.2888488697996232,1,0,0.0,,0
756,2543,1,3,ACTIVE,993448.2,16.0841,24,2025-06-24,35,2,1,1,9.0,1873204.2,0.5303469851284767,5,0,0.0,,0
757,2546,2,3,ACTIVE,5825880.26,11.1635,300,2025-10-26,29,2,2,1,1.0,1428683.28,4.077796906813384,2,0,0.0,,0
758,2547,1,3,ACTIVE,1157441.96,17.8484,12,2025-07-04,63,1,1,1,2.0,2445586.92,0.4732777847863203,5,0,0.0,,0
759,2554,1,3,ACTIVE,261967.25,18.565,48,2025-03-29,47,1,1,1,1.0,1442767.68,0.18157271862369415,9,0,0.0,,0
760,2556,1,3,ACTIVE,951970.03,24.9736,24,2025-07-01,28,2,1,1,4.0,1468149.0,0.6484151336138225,6,1,1152.49,12.0,1
761,2559,2,3,ACTIVE,8458889.1,12.8924,120,2025-07-11,32,1,1,1,6.0,1789825.56,4.726096938743013,5,0,0.0,,0
762,2561,1,3,ACTIVE,851075.95,20.4847,12,2025-11-09,49,1,1,1,6.0,3941878.56,0.21590618205143286,1,0,0.0,,0
763,2563,2,3,ACTIVE,5022179.34,14.6598,300,2025-03-27,65,1,1,1,3.0,6060566.88,0.8286649482531575,9,1,1437.74,11.0,1
764,2567,1,3,ACTIVE,430811.71,20.3174,36,2025-07-29,27,2,1,1,2.0,1252623.84,0.34392743954162647,5,1,1964.02,7.0,1
765,2568,2,3,ACTIVE,7864930.9,14.7523,300,2025-10-12,47,2,1,1,5.0,3150486.24,2.4964181084631556,2,0,0.0,,0
767,2575,1,3,ACTIVE,306788.16,23.9542,48,2025-10-31,46,1,1,2,8.0,4108738.56,0.07466723801477405,2,0,0.0,,0
768,2580,1,3,ACTIVE,515273.94,18.1999,36,2025-06-07,30,1,1,1,2.0,1516970.76,0.33967295454000707,6,0,0.0,,0
769,2588,1,3,ACTIVE,250030.35,23.0581,60,2025-07-12,29,2,1,1,10.0,1016498.88,0.24597208606860443,5,0,0.0,,0
770,2598,2,3,ACTIVE,8007220.67,14.6884,180,2025-10-28,37,1,1,1,12.0,2172639.84,3.6854799965373,2,0,0.0,,0
771,2601,1,3,ACTIVE,1132991.07,18.0937,36,2025-08-24,47,1,1,1,12.0,4593290.52,0.24666218369309678,4,0,0.0,,0
772,2602,1,3,ACTIVE,338797.66,24.8764,24,2025-06-24,55,1,1,1,8.0,1260965.4,0.26868117079183934,6,0,0.0,,0
773,2603,2,3,ACTIVE,7327035.5,13.4569,180,2025-02-12,50,1,1,1,12.0,4195988.04,1.746200282305857,10,0,0.0,,0
775,2612,2,3,ACTIVE,4252043.02,13.141,240,2025-09-15,55,1,1,2,4.0,2658818.64,1.5992226607829108,3,0,0.0,,0
776,2614,2,3,ACTIVE,6710934.74,14.7212,240,2025-05-01,40,1,1,1,8.0,2352450.48,2.8527421924732717,7,1,1025.19,16.0,1
777,2618,1,3,ACTIVE,225834.86,23.7031,36,2025-06-26,36,1,1,1,8.0,1409059.08,0.16027352096549422,6,0,0.0,,0
779,2620,1,3,ACTIVE,149784.09,22.4293,48,2025-07-13,43,2,1,1,2.0,320864.28,0.466814473708323,5,0,0.0,,0
782,2640,2,3,ACTIVE,4403736.8,11.8369,120,2025-06-01,44,1,1,1,4.0,3654845.16,1.2049037940638776,7,0,0.0,,0
783,2643,2,3,ACTIVE,5229400.96,14.2014,180,2025-08-12,33,2,1,1,7.0,5149725.36,1.0154718153746358,4,0,0.0,,0
784,2658,1,3,ACTIVE,784212.46,17.4127,36,2025-11-15,32,1,1,1,4.0,1279039.32,0.6131261547143054,1,0,0.0,,0
785,2661,2,3,ACTIVE,6357224.21,10.9335,240,2025-04-12,60,2,1,1,4.0,3032312.76,2.096493572120839,8,0,0.0,,0
786,2662,2,3,ACTIVE,6453258.19,13.7711,180,2025-05-30,39,1,1,1,7.0,4728212.28,1.3648410451655948,7,0,0.0,,0
787,2668,1,3,ACTIVE,390174.81,22.1792,48,2025-08-21,63,1,1,1,3.0,2181797.52,0.17883181478728605,4,0,0.0,,0
788,2669,2,3,ACTIVE,7092937.06,14.7763,120,2025-07-03,59,2,1,1,5.0,2925744.96,2.4243183042174667,5,0,0.0,,0
789,2672,1,3,ACTIVE,990742.54,20.7225,24,2025-07-09,63,2,1,1,8.0,1925068.08,0.5146532480035719,5,0,0.0,,0
790,2675,1,3,ACTIVE,1179385.85,16.2869,36,2025-06-29,55,2,1,1,9.0,270163.68,4.365449308360028,6,1,1732.1,6.0,1
791,2686,2,3,ACTIVE,2456902.35,14.9282,120,2025-05-17,35,2,1,1,4.0,5824665.24,0.42181005238337094,7,0,0.0,,0
792,2688,2,3,ACTIVE,2591154.41,11.1185,120,2025-04-30,37,2,1,1,9.0,1364868.24,1.898464873063498,8,0,0.0,,0
794,2691,1,3,ACTIVE,563577.56,24.8255,24,2025-03-23,30,1,1,1,12.0,1898956.32,0.2967827927711365,9,0,0.0,,0
795,2695,2,3,ACTIVE,9492543.74,10.4297,240,2025-02-07,30,2,1,1,3.0,1803975.84,5.262012677509029,10,0,0.0,,0
796,2697,2,3,ACTIVE,8613181.42,10.4846,300,2025-04-10,63,1,1,2,1.0,2054839.92,4.1916556789494335,8,2,2184.56,10.5,1
797,2712,1,3,ACTIVE,1179928.83,20.6673,48,2025-04-25,39,1,1,1,5.0,1530737.64,0.7708236860236872,8,0,0.0,,0
798,2717,1,3,ACTIVE,558785.86,24.7291,12,2025-04-30,61,1,1,2,2.0,1962964.56,0.28466426311843346,8,1,767.05,17.0,1
799,2717,2,3,ACTIVE,5326092.81,12.8323,120,2025-02-24,61,1,1,2,2.0,1962964.56,2.7132903560928274,10,0,0.0,,0
800,2721,1,3,ACTIVE,169949.75,17.6376,60,2025-05-09,35,2,1,1,12.0,2373882.96,0.07159146127406382,7,0,0.0,,0
801,2725,1,3,ACTIVE,366089.03,17.9527,48,2025-05-19,66,2,1,1,12.0,1979089.8,0.1849784835432935,7,0,0.0,,0
802,2726,1,3,ACTIVE,1067097.37,22.947,60,2025-11-22,35,2,1,1,10.0,1234534.92,0.8643719612240697,1,0,0.0,,0
803,2729,1,3,ACTIVE,1494014.01,16.8037,24,2025-11-16,50,1,2,2,11.0,2160120.0,0.6916347286261875,1,0,0.0,,0
805,2731,1,3,ACTIVE,791841.73,18.4756,12,2025-05-24,24,1,2,1,1.0,1743317.4,0.45421546873793606,7,1,1672.29,3.0,1
810,2749,1,3,ACTIVE,1015858.01,19.37,12,2025-11-10,34,2,1,1,6.0,4848713.88,0.20951081774286917,1,0,0.0,,0
812,2761,1,3,ACTIVE,596297.64,21.3253,24,2025-05-29,36,2,1,2,12.0,2803031.28,0.2127331379619852,7,3,3820.39,13.666666666666666,1
813,2767,1,3,ACTIVE,659622.59,20.3089,36,2025-09-30,52,2,1,1,1.0,1489995.36,0.442701103445047,3,1,684.67,12.0,1
814,2767,2,3,ACTIVE,2650325.43,12.1047,300,2025-10-20,52,2,1,1,1.0,1489995.36,1.778747438515513,2,0,0.0,,0
815,2771,2,3,ACTIVE,7920301.55,10.9613,180,2025-09-03,24,2,1,1,6.0,1056179.64,7.499009874873179,3,1,1361.41,3.0,1
816,2776,1,3,ACTIVE,309803.62,20.7577,24,2025-07-01,58,1,1,1,10.0,2089429.68,0.14827185761044612,6,0,0.0,,0
817,2778,1,3,ACTIVE,1123193.47,18.7226,36,2025-07-14,42,1,1,1,12.0,4728114.84,0.2375563005572005,5,0,0.0,,0
818,2781,1,3,ACTIVE,189720.16,23.3037,12,2025-06-20,25,2,1,1,5.0,1790336.76,0.10596897982477889,6,0,0.0,,0
819,2781,2,3,ACTIVE,2306653.91,12.4417,180,2025-04-11,25,2,1,1,5.0,1790336.76,1.2883910790057174,8,0,0.0,,0
820,2782,1,3,ACTIVE,729405.45,24.2967,36,2025-05-13,51,2,1,2,7.0,1468320.0,0.4967619115724093,7,2,3545.8,9.5,1
821,2798,1,3,ACTIVE,345475.35,21.0452,24,2025-08-20,24,1,1,1,3.0,1186084.56,0.2912737941719771,4,0,0.0,,0
823,2803,1,3,ACTIVE,654812.93,19.2042,12,2025-07-20,43,2,1,1,5.0,6919349.16,0.09463504657134544,5,0,0.0,,0
824,2808,2,3,ACTIVE,5338044.16,10.5643,300,2025-04-25,43,2,1,1,3.0,1096463.88,4.868417699267941,8,1,1811.67,19.0,1
825,2810,1,3,ACTIVE,594297.16,19.2839,36,2025-04-24,36,1,1,1,10.0,1607774.04,0.3696397287270542,8,0,0.0,,0
826,2821,2,3,ACTIVE,5281755.0,12.8322,180,2025-07-18,58,1,2,1,3.0,1684000.8,3.136432595518957,5,0,0.0,,0
827,2823,2,3,ACTIVE,4946423.52,12.6978,240,2025-08-18,40,1,1,1,12.0,922206.24,5.363684721977157,4,0,0.0,,0
828,2825,1,3,ACTIVE,1063568.62,17.0807,60,2025-07-06,37,2,1,2,10.0,2996954.52,0.3548831364981808,5,0,0.0,,0
829,2835,2,3,ACTIVE,4102803.54,12.4292,120,2025-07-28,40,1,1,1,8.0,3608853.36,1.1368717791293133,5,0,0.0,,0
830,2845,1,3,ACTIVE,415501.05,23.1924,60,2025-08-12,28,2,1,1,3.0,1918240.56,0.2166052885462916,4,0,0.0,,0
831,2850,2,3,ACTIVE,3030299.34,11.316,240,2025-02-26,29,2,1,1,8.0,1393983.24,2.1738420183588434,10,0,0.0,,0
832,2852,1,3,ACTIVE,785372.14,20.8168,60,2025-10-09,31,1,1,1,12.0,1208600.28,0.6498195913044137,2,0,0.0,,0
834,2862,1,3,ACTIVE,541825.28,23.624,36,2025-10-10,47,1,1,1,1.0,2535551.52,0.21369129190480815,2,0,0.0,,0
835,2862,2,3,ACTIVE,5065722.24,14.648,180,2025-10-17,47,1,1,1,1.0,2535551.52,1.9978778581474061,2,0,0.0,,0
837,2865,2,3,ACTIVE,4518684.32,14.9454,300,2025-10-02,59,1,1,2,10.0,1316178.72,3.433184453855932,2,1,1306.48,19.0,1
838,2872,1,3,ACTIVE,695069.09,20.498,12,2025-07-13,64,1,1,1,11.0,1480709.88,0.4694161222183511,5,1,510.51,17.0,1
839,2872,2,3,ACTIVE,3216480.4,10.736,300,2025-05-12,64,1,1,1,11.0,1480709.88,2.172255648081446,7,0,0.0,,0
840,2873,1,3,ACTIVE,1106899.8,23.2863,12,2025-08-08,28,1,1,1,1.0,1993506.0,0.5552528058606294,3,0,0.0,,0
841,2877,1,3,ACTIVE,1082744.77,17.2678,12,2025-04-30,57,2,1,1,5.0,5238235.56,0.20670028248977793,8,0,0.0,,0
842,2895,2,3,ACTIVE,8608354.56,13.1627,180,2025-05-10,41,1,1,1,4.0,3717883.68,2.3153910398832056,7,0,0.0,,0
844,2898,2,3,ACTIVE,9810675.88,12.764,240,2025-05-10,27,2,1,1,7.0,1476096.48,6.646364931376302,7,0,0.0,,0
845,2904,1,3,ACTIVE,290761.24,19.2737,24,2025-03-18,30,1,1,1,9.0,1407495.48,0.2065805852534603,9,1,985.82,13.0,1
846,2910,2,3,ACTIVE,5740450.29,14.0238,180,2025-06-10,53,2,1,1,8.0,2005620.12,2.862182241171374,6,0,0.0,,0
847,2912,2,3,ACTIVE,3712495.37,13.8584,240,2025-09-18,35,2,1,2,8.0,3025549.8,1.2270481781526121,3,0,0.0,,0
